name,supplier,category,date,price,notes,waspaid
גרנישים,סופר איראן,מזון ומשקאות,30/08/2025,43,ורד מיובש,TRUE
ראיית חשבון,עידו עמרם,מנהלי,30/08/2025,468,אוגוסט,TRUE
ראיית חשבון,עידו עמרם,מנהלי,30/08/2025,468,ספטמבר,TRUE
ביטוח,הפניקס אלמנטרי,מנהלי,01/09/2025,1162,תשלום 1/5,TRUE
קמפיין גוגל,גוגל,פרסום,01/09/2025,856,פרסום אוגוסט,TRUE
מלאי,אחת שתיים שלוש,מלאי,02/09/2025,1570,,TRUE
דלק,פז קרית אונו,דלק,03/09/2025,150,רכב של אסף,TRUE
קיר ג'לי,דייגו,לוגיסטיקה,03/09/2025,4680,,TRUE
ציוד לקיט ג'לי,הכל בדולר,לוגיסטיקה,04/09/2025,145,,TRUE
סוכר,אושר עד,מזון ומשקאות,04/09/2025,150,,TRUE
שכירות,אלי גלעד,שכירות,01/10/2025,4680,אוקטובר,TRUE
קמפיין גוגל,גוגל,פרסום,01/10/2025,305,פרסום ספטמבר,TRUE
מיץ לימון,סחוטים,מיץ לימון,02/10/2025,257,,TRUE
תיקון גלגל לעגלה,ציקי נגררים,לוגיסטיקה,02/10/2025,176,,TRUE
דלק,ביילסול,דלק,02/10/2025,200,רכב של יהודית,TRUE
קשים מבמבוק,בלו הונה,לוגיסטיקה,03/10/2025,561,,TRUE
ציוד בר ודקורציה,aliexpress,לוגיסטיקה,03/10/2025,173,,TRUE
ביטוח,הפניקס אלמנטרי,מנהלי,05/10/2025,1050,תשלום 1/5,TRUE
קמפיין פייסבוק,גוגל,פרסום,10/10/2025,824,ספטמבר,TRUE
קמפיין גוגל,גוגל,פרסום,21/10/2025,2500,אוקטובר,TRUE
קמפיין גוגל,גוגל,פרסום,21/10/2025,2500,אוקטובר,TRUE
אגרה שנתית לכשרות,מועצה דתית פתח תקווה,מנהלי,23/10/2025,875,,TRUE
מיץ לימון,סחוטים,מיץ לימון,23/10/2025,222,,TRUE
ביטוח,מגדל,מנהלי,27/10/2025,451,תשלום 2,TRUE
נוזל למדיח כלים,א.ג שרות והספקה טכנית,לוגיסטיקה,27/10/2025,271,,TRUE
מלאי,אושר עד קרית אונו,מלאי,27/10/2025,300,שולם מאסף,TRUE
מיץ לימון,סחוטים,מיץ לימון,29/10/2025,260,,TRUE
ראיית חשבון,עידו עמרם,מנהלי,30/10/2025,472,אוקטובר,TRUE
מלאי,שוק פתח תקווה,מלאי,30/10/2025,340,,TRUE
קמפיין גוגל,גוגל,פרסום,01/11/2025,1142,אוקטובר,TRUE
תחזוקת אתר,FIVER,מנהלי,04/11/2025,230,שולם מאסף,TRUE
קשים מבמבוק,aliexpress,לוגיסטיקה,04/11/2025,80,,TRUE
מלאי,היבואן קריית אונו,מלאי,05/11/2025,500,,TRUE
קרח,הניידים,קרח,07/11/2025,400,,TRUE
מלאי,אחת שתיים שלוש,מלאי,09/11/2025,9050,,TRUE
מלאי,הניידים,מלאי,09/11/2025,738,,TRUE
שכירות,אלי גלעד,שכירות,10/11/2025,6000,נובמבר,TRUE
מלאי,אחת שתיים שלוש,מלאי,10/11/2025,5637,,TRUE
מלאי,גלובל ווין,מלאי,13/11/2025,3052,,TRUE
מיץ לימון,סחוטים,מיץ לימון,17/11/2025,389,,TRUE
ציוד למחסן,הספקה לתעשייה,לוגיסטיקה,18/11/2025,66,,TRUE
מלאי,WOLT,מלאי,18/11/2025,180,ביטר קקאו ומקציף לקוקטייל,TRUE
תדלוק,פז קרית אונו,דלק,20/11/2025,200,טרנספורטר,TRUE
תדלוק,פז עין ורש,דלק,20/11/2025,85,מאזדה,TRUE
תדלוק,ביילסול,דלק,26/11/2025,60,מאזדה,TRUE
גז לסיפון,סרחיו,לוגיסטיקה,26/11/2025,60,,TRUE
ביטוח,מגדל,מנהלי,27/11/2025,452,תשלום 3,TRUE
תדלוק,ביילסול,דלק,27/11/2025,100,טרנספורטר,TRUE
קרח,הניידים,קרח,28/11/2025,430,,TRUE
מלאי,הניידים,מלאי,28/11/2025,1436,,TRUE
ראיית חשבון,עידו עמרם,מנהלי,30/11/2025,472,נובמבר,TRUE
קמפיין גוגל,גוגל,פרסום,01/12/2025,1837,נובמבר,TRUE
מלאי,אחת שתיים שלוש,מלאי,02/12/2025,1851,,TRUE
קשים מבמבוק,aliexpress,לוגיסטיקה,04/12/2025,120,,TRUE
קרח,הניידים,קרח,06/12/2025,480,,TRUE
שכירות,אלי,מנהלי,10/12/2025,6000,דצמבר,TRUE
"כוסות חד""פ",כפיר פלסט,לוגיסטיקה,24/12/2025,247,,TRUE
ביטוח,מגדל,מנהלי,27/12/2025,453,תשלום 4,TRUE
מיץ לימון,סחוטים,מיץ לימון,29/12/2025,260,,TRUE
ראיית חשבון,עידו עמרם,מנהלי,30/12/2025,472,דצמבר,TRUE
שכירות,אלי,מנהלי,10/01/2026,6000,ינואר,TRUE
ביטוח,מגדל,מנהלי,27/01/2026,454,תשלום 5,TRUE
שכירות,אלי,מנהלי,10/02/2026,6000,פברואר,TRUE
ביטוח,מגדל,מנהלי,27/02/2026,455,תשלום 6,TRUE
שכירות,אלי,מנהלי,10/03/2026,6000,מרץ,TRUE
ביטוח,מגדל,מנהלי,27/03/2026,456,תשלום 7,TRUE
שכירות,אלי,מנהלי,10/04/2026,6000,אפריל,TRUE
ביטוח,מגדל,מנהלי,27/04/2026,457,תשלום 8,TRUE
שכירות,אלי,מנהלי,10/05/2026,6000,מאי,TRUE
שכירות,אלי,מנהלי,10/06/2026,6000,יוני,TRUE
אחסון אתר,MY HOST,מנהלי,26/12/2026,450,,TRUE
